,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
10115,那又怎樣？,鄺野,neutral,1566,4
10116,當我知道你進入了《知音文社》後讓我很是意外！我知道這家文社在青城市是很有名氣的！所以你說自己的名氣絕不低於《唯愛》的名氣，我也就不難理解了！,蔡麗芸,joy,1566,5
10117,我想您當時一定認爲我在誇大其詞吧！,鄺野,neutral,1566,6
10118,尤其是你們這裏的那個編者浩瀚，他所編寫的《情感波動》一書很受大衆喜愛！我女兒肖璇也是浩瀚的忠實讀者！她經常說很想要一本浩瀚的簽名書，還說有機會一定要請教寫作的技巧！她呀在網上加浩瀚的QQ號碼，可是好幾年了都沒能加上。還經常抱怨浩瀚的架子太大了！,蔡麗芸,joy,1566,7
10119,連您這個名人的女兒都是浩瀚的忠實讀者，這恐怕是浩瀚做夢都想不到的！我看過她的結婚典禮，很新穎也別開生面。她說的那些話非常感人！夫妻二人合唱的《我們好好愛）》也很動聽!,鄺野,joy,1566,8
10120,典禮是她自己設計的。經過那場婚禮後她可忙了。我商界朋友的子女結婚典禮都是請她去做的設計。,蔡麗芸,joy,1566,9
10121,她的確很優秀！,鄺野,joy,1566,10
10122,我還有個兒子也很……,蔡麗芸,joy,1566,11
10123,你好！嗯！我現在有事，稍後打給你。,鄺野,neutral,1566,12
10124,我不會打擾到你工作吧！,蔡麗芸,surprise,1566,13
10125,沒有！,鄺野,neutral,1566,14
10126,那就好！鄺野，我有個冒昧地請求。我可以見見浩瀚嗎？,蔡麗芸,neutral,1566,15
10127,他的工作室不在這裏。,鄺野,neutral,1566,16
10128,還有點遺憾了！,蔡麗芸,sadness,1566,17
10129,我看外面那個女孩也很年輕！如果我沒猜錯的話，你們這家文社應該是幾個年輕人創建的吧！年輕人有自己的事業並且做得如此的出色，真的是很了不起！,蔡麗芸,joy,1567,0
10130,謝謝您的誇獎！蔡總經理，我一直想明白，您爲什麼要邀請我去酒店工作？,鄺野,surprise,1567,1
10131,我進入商界二十多年了，閱人無數，也認識很多工作能力較強的人。但能入我眼的人卻是少之又少！那次聽見你對範小琴說的那番話後，我突然就對你刮目相看了！我相信自己的眼光肯定是不會錯的！另外還有個原因就是我與你一見投緣了！,蔡麗芸,joy,1567,2
10132,當真只是這樣的嗎？沒有其他原因了？,鄺野,neutral,1567,3
10133,那你認爲還有別的什麼原因嗎？,蔡麗芸,neutral,1567,4
10134,嗯……,鄺野,neutral,1567,5
10135,看你這副表情，我多半猜出了你心裏所想。你一定認爲我是見你長得帥氣便想包養你。對吧！,蔡麗芸,joy,1567,6
10136,蔡總經理，您真不愧是商界有名的女強人，竟能洞悉到我心裏所想！,鄺野,joy,1567,7
10137,第一次見面您就讓範小琴找我，第二次見面時您又無緣無故地力邀我到酒店工作。您我非親非故，就連認識都算不上，當時我就在想您那麼做的理由是什麼？漸漸地有種荒唐的想法。認爲您是因爲工作上的煩惱事不方便告訴自己的丈夫，所以纔想要找個人傾訴。又見我長得帥氣，於是您就把我當成了最佳人選。,鄺野,joy,1567,8
10138,看來我們倆是心靈想通啊！,蔡麗芸,joy,1567,9
10139,嗯！好像是有點。,鄺野,neutral,1567,10
10140,既然說明白了，那你以後可不能再亂想我了喲！,蔡麗芸,joy,1567,11
10141,花圃突然增加了很多訂單，是您……,鄺野,neutral,1567,12
10142,我只是在與商界的朋友聚會時隨口說了說花圃的事而已。,蔡麗芸,joy,1567,13
10143,您隨口一句話就讓花圃增加了很多的訂單！真的是太感謝您了！,鄺野,joy,1567,14
10144,我也沒幫什麼忙，全是因爲那些女孩的服務態度好，種出的花卉也不錯，纔會吸引別人去買不是嗎？,蔡麗芸,joy,1567,15
10145,那些女孩的服務態度也的確是很好！總之還是要謝謝您！,鄺野,joy,1567,16
10146,那天的你就像是渾身長滿刺的刺蝟，而今天的你與那天卻是判若兩人！見你對我改變了態度，我就有點貪心了哦。我能要張你的名片嗎？雖然你不能去酒店上班令我感到遺憾，但我希望私底下我們能成爲沒有年齡懸殊的朋友！,蔡麗芸,joy,1567,17
10147,以前我一直提醒自己要與您保持距離。但今天不知怎麼回事，我竟不忍心拒絕您的要求。不過我沒有名片的。,鄺野,neutral,1567,18
10148,但願今天還算融洽的見面會作爲我們成爲朋友的最好開始!,蔡麗芸,joy,1567,19
10149,鄺野，那女的是誰呀？,劉言鳳,neutral,1568,0
10150,《唯愛》酒店的總經理！怎麼了？,鄺野,neutral,1568,1
10151,原來她就是蔡麗芸！難怪我覺得有點面熟！媒體經常採訪她！她真的很能幹！媒體對她的評價是“巾幗不讓鬚眉”！,劉言鳳,joy,1568,2
10152,你也不錯！,鄺野,joy,1568,3
10153,鄺野，你可是第一次對我笑，也是第一次誇我啊！是因爲蔡麗芸來過的原因嗎？你和她是……,劉言鳳,neutral,1568,4
10154,今天對你笑和誇你與任何人沒有關係！你的確是很優秀！這些年來我一直把你當成朋友看待，只是你不知道而已。這麼多年來你始終如一的愛着我，我真的很感激！但是、我對你真的是沒有一點點的感情，甚至很多時候還唯恐避之不及！,鄺野,joy,1568,5
10155,浩瀚就是浩瀚，言語不但一針見血還那麼的犀利！你說的我都明白。但是我對你的愛還是不會改變！我不能強求你接受我，可你也不能強迫我不再愛你！不是嗎？,劉言鳳,sadness,1568,6
10156,你這是何苦呢？,鄺野,neutral,1568,7
10157,這是我自己的選擇我不會怨天尤人！楊藍說我快變成多愁善感的林黛玉了，可我還是覺得自己像王熙鳳。好了你工作吧。,劉言鳳,sadness,1568,8
10158,璇旋，你猜這是什麼？,蔡麗芸,joy,1569,0
10159,媽媽，您一向神情淡若，現在卻是一副神祕的表情，嗯……難道是“浩瀚”的簽名書？,肖璇,surprise,1569,1
10160,真不愧是我蔡麗芸的女兒，真是聰明啊！,蔡麗芸,joy,1569,2
10161,這下你可如願了！,蔡麗芸,joy,1569,3
10162,媽媽，您真了不起！,肖璇,joy,1569,4
10163,好一手漂亮的草書！媽媽，您從哪裏得到這本書的？,肖璇,joy,1569,5
10164,一個年輕人送的。你慢慢看吧。我去換衣服了。,蔡麗芸,joy,1569,6
10165,璇璇，見你那麼開心，媽媽也跟着開心。,蔡麗芸,joy,1569,7
10166,吃飯的時候見你眉開眼笑，一定是在替璇璇高興吧！,肖科,joy,1570,0
10167,你只說對了一半！科，我今天見到了上次給你說的那個年輕人！他真的讓我非常非常的意外！,蔡麗芸,joy,1570,1
10168,他答應到酒店工作了？,肖科,surprise,1570,2
10169,我今天沒再提過這件事。他有自己的事業並且幹得非常的出色！科，我喜歡那孩子！發自內心的喜歡！他直視我的時候神態像極了飛兒！,蔡麗芸,joy,1570,3
10170,你想飛兒了吧！再過一個月他就出獄了，到時我們一家人還能在一起過年！再忍忍吧！,肖科,joy,1570,4
10171,嗯！,蔡麗芸,joy,1570,5
10172,在外面你是個堅強做事雷厲風行的女人，其實背地裏卻是相當的脆弱！,肖科,neutral,1570,6
10173,好的。我們一定去。,秦延,neutral,1571,0
10174,秦延，你要去哪裏？,楊藍,neutral,1571,1
10175,老婆，你覺得鄺野近段時間怎麼樣？,秦延,neutral,1571,2
10176,好像比前段時間好了很多！,楊藍,joy,1571,3
10177,錯！他表面上若無其事。但我知道他心裏還是很痛苦！所以你要陪我演一齣戲。剛纔我接到在跆拳館認識的那個女孩的電話，明天……,秦延,neutral,1571,4
10178,秦延，你又想着爲鄺野找女朋友了？,楊藍,surprise,1571,5
10179,老婆，你不要生氣嘛！我是覺得鄺野應該多與女性朋友聚聚或是聊聊天，這樣有助於他從痛苦中走出來。,秦延,neutral,1571,6
10180,我知道你很擔心他，我又何嘗不擔心？那就試試吧！,楊藍,neutral,1571,7
10181,秦延，我只是提了一下高中追求過我的男同學而已，你就叫我去找他。你太過分了。,楊藍,angry,1572,0
10182,因爲你不止在我面前提過一次了。我不生氣就不是男人。你經常說你那個男同學如今有上千萬的資產，又經常約你喝茶，你說我能不生氣嗎？,秦延,angry,1572,1
10183,秦延，你……,楊藍,angry,1572,2
10184,老秦，你幹什麼呢？有話好好和楊藍說。發那麼大的氣是顯示自己大男人主義嗎？,鄺野,angry,1572,3
10185,楊藍，不要生氣了，對身體不好！,劉言鳳,neutral,1572,4
10186,秦延，你唯恐天下人都不知道有男同學約我喝茶是嗎？,楊藍,angry,1572,5
10187,楊藍，我算是看清楚你了，你就是一個拜金的女人。,秦延,disgust,1572,6
10188,老秦，你是個男人，爲什麼不大度一點？你能不能不要再說了？讓讓楊藍不行嗎？,鄺野,neutral,1572,7
10189,我還不想說了呢。想着她那個男同學我就生氣。鄺野，你陪我練跆拳去。我要發泄發泄。不然我會瘋掉的。,秦延,angry,1572,8
10190,楊藍，你……,劉言鳳,fear,1572,9
10191,我、我高興他在我眼前消失了。,楊藍,neutral,1572,10
10192,楊藍，你不會是真的……,劉言鳳,fear,1572,11
10193,言鳳，你想多了。好了！沒事了！都去工作吧！,楊藍,neutral,1572,12
10194,老秦，怎麼不進去？,鄺野,neutral,1573,0
10195,等一會進去。我等兩個朋友。,秦延,neutral,1573,1
10196,老秦，你和楊藍故意吵架好讓我來這裏的是嗎？,鄺野,neutral,1573,2
10197,鄺野，你不要生氣！我們是想讓你和女性朋友多聚聚沒其他意思！,秦延,neutral,1573,3
10198,大帥哥，你可真難請啊！,肖璇,joy,1573,4
10199,你們好！,媛媛,joy,1573,5
10200,老秦，我有工作要做，不陪你玩這些無聊的把戲了。,鄺野,neutral,1573,6
10201,我們是有心向你請教，你何必拒人於千里之外！,肖璇,sadness,1573,7
10202,小姐，做任何事情都要出自自願！知道嗎？感情也不例外！,鄺野,neutral,1573,8
10203,你都知道啦？,媛媛,neutral,1573,9
10204,想不到你這個冷麪帥哥還挺聰明的嘛！我們也不和你兜圈子了。我這個好朋友喜歡上了你。你說怎麼辦吧！,肖璇,joy,1573,10
10205,開着寶馬M6來追求男人，是要顯擺還是有意讓人眼紅？,鄺野,disgust,1573,11
10206,你這人怎麼說話的？難道有錢就是錯誤嗎？開豪車就是罪過嗎？,肖璇,neutral,1573,12
10207,有錢不是錯誤，開豪車也不是罪過。但是像你們這樣想方設法的主動追求一個男人就是天大的不對！感情是雙方面對的，唯有這樣才能長長久久！,鄺野,neutral,1573,13
10208,我不是沒有人追，可我就是對你一見鍾情！,媛媛,neutral,1573,14
10209,小姐，我對你沒有一丁點的感覺。知道嗎？你條件不錯，追求你的男人也有眼光，你根本就沒有必要把心思浪費在我身上！而且我已經有了深愛的女人！這一生我都會愛她始終如一！老秦，我先走了！,鄺野,neutral,1573,15
10210,我對你朋友說得很清楚了，你還想怎樣？難道大白天的還想搶人？,鄺野,neutral,1573,16
10211,搶人？哼哼！冷麪帥哥，你說得太玄乎了！我可不敢做違法的事情！我是想告訴你，感情是可以培養的！另外你說你有愛人了，那你的朋友又爲什麼要讓你多接觸女性朋友？我看啊你的愛人根本就不愛你。否則你的朋友也不會這麼做的！,肖璇,disgust,1573,17
10212,愛不愛我與你沒有任何關係！老秦，如果你以後再做這樣無聊的事情，我一定會和你翻臉！,鄺野,angry,1573,18
10213,兩位小姐不好意思！我這個朋友就是不喜歡和女性交朋友。我先走了啊！再見！,秦延,neutral,1573,19
10214,媛媛，你真沒出息！爲了一個不懂情愛的男人竟然流淚了！,肖璇,disgust,1574,0
10215,也不知道怎麼回事我就是喜歡他！,媛媛,sadness,1574,1
10216,他除了長得帥氣外，我看再也沒有一無是處的地方了。不會笑，言語犀利，不懂得憐香惜玉，這樣的一個男人根本就不能做情人或是丈夫！儘管浩瀚很高傲，可如果拿他們做比較的話，我還是喜歡浩瀚這種性格的人！,肖璇,angry,1574,2
10217,爲什麼？,媛媛,neutral,1574,3
10218,這麼多年了沒有讀者見過浩瀚，也有很多的人跑到《知音文社》去找他，按理說他早就應該煩了！可他從來沒有讓人帶犀利的言語來轟大家走。所以兩者比較的話，我始終認爲浩瀚近人情一些。,肖璇,neutral,1574,4
10219,媛媛，聽我的不要再想那個冷麪男人了！你是名門閨秀卻死皮賴臉的追求一個說話那麼難聽的男人，我看呀你應該懸崖勒馬了！否則傳出去有損你父母的顏面！,肖璇,disgust,1574,5
10220,拜託兩位以後不要再做這種無聊的事情好了嗎？見你們吵架我心裏很難受！沒想到你們是在做戲給我看！,鄺野,disgust,1575,0
10221,鄺野，你不要生秦延的氣好嗎？他也是替你着急！,楊藍,neutral,1575,1
10222,老秦，你爲我好我心裏是很清楚的，也非常感謝你！但是你讓我去喜歡別的女人我真的做不到！即使是和女性朋友聚會我也做不到。因爲那樣會讓我認爲自己是在逃避柯婕妤不和我在一起的現實！,鄺野,neutral,1575,2
10223,鄺野，你別這樣說！,秦延,neutral,1575,3
10224,如果我自己都是見異思遷的人，那麼又有什麼資格編寫《婚姻情感》一書？又有什麼資格勸說情感出現問題的讀者？,鄺野,neutral,1575,4
10225,好！從今以後我再也不做這種無聊的事了！其實我和楊藍吵架時，雖然是在做戲，但我心裏還是很不好受！我聽你的讓你們順其自然！,秦延,sadness,1575,5
10226,真的很感謝你們倆對我的關心和愛護！你們倆會是我永遠的好朋友！好兄弟！好姐妹！所以……,鄺野,joy,1575,6
10227,我不幸福無所謂，只要你們幸福也就是我的幸福！,鄺野,joy,1575,7
10228,雖然楊藍的男同學經常想約她喝茶，但我相信她不會那麼做！鄺野，相信我們一定會是最幸福的一對！,秦延,joy,1575,8
10229,璇璇，你爲媛媛牽紅線失敗了?,蔡麗芸,surprise,1576,0
10230,嗯！敗得灰頭土臉!那男人說話太難聽了！說我們開着寶馬M6追求男人，是要顯擺還是有意讓人眼紅？那男人竟然還不給他朋友留面子！媽媽，這麼小肚雞腸的人，您說他還是男人嗎？,肖璇,angry,1576,1
10231,他當然是男人啊！否則媛媛又怎麼會喜歡上他呢？,蔡麗芸,surprise,1576,2
10232,雖然媛媛沒有我長得漂亮，但她長相秀氣，還很文靜，又出身名門，那男人怎麼會看不上她呢？,肖璇,neutral,1576,3
10233,璇璇，既然你說到名門，媽媽就要提醒你們了。因爲父母的原因，你們這些做子女的一舉一動也會受到媒體的關注！你們在外一定要謹言慎行！否則一旦被媒體捕風捉影到什麼事了會很麻煩的！,蔡麗芸,neutral,1576,4
10234,媽媽，您放心吧！我肯定不會給您和爸爸找麻煩的！媽媽，您還不知道吧！那個男人的名字好奇怪啊！居然叫鄺野！,肖璇,joy,1576,5
10235,鄺野？高個子？很帥氣？,蔡麗芸,surprise,1576,6
10236,對啊！媽媽您認識他？,肖璇,surprise,1576,7
10237,難怪你肖大小姐爲朋友牽紅線會慘敗！媽媽不但認識他還曾被他三言兩語堵住了嘴。他呀就是給我浩瀚簽名書的人。,蔡麗芸,neutral,1576,8
10238,媽媽，您那天就應該告訴我他的名字啊！如果今天我把您搬出來的話，也許媛媛的事就有點希望了！,肖璇,surprise,1576,9
10239,璇璇，你想得太簡單了！就是搬出十個蔡麗芸出來，他也不會喜歡媛媛的！,蔡麗芸,neutral,1576,10
10240,我真替媛媛感到不值！名門閨秀主動追求一個普通男人竟被損了不說還被當面拒絕！看見媛媛傷心地哭了一場，我一直在糾結要不要找十幾個人把他教訓一下。但現在看在媽媽您認識他，而他又送了浩瀚的簽名書給我的份上，我就不找他麻煩了！,肖璇,angry,1576,11
10241,嗯嗯！這纔是名門閨秀應該有的大度和謹言慎行！,蔡麗芸,joy,1576,12
10242,教訓一個男人需要找十幾個人嗎？,蔡麗芸,neutral,1576,13
10243,媽媽，他可是黑帶呢！如果隨便找幾個人不被他打趴下纔怪！爲了幫媛媛接近他，我是打着討教跆拳道的晃子……,肖璇,neutral,1576,14
10244,夢，明天就是元旦了，你有什麼打算嗎？,鄺野,neutral,1577,0
10245,沒有！你呢？,夢,neutral,1577,1
10246,原本打算回老家去看看。後來妹妹打電話說要和父母來我這裏過年。所以就沒回去。很長一段時間沒見到他們了。好想啊！,鄺野,joy,1577,2
10247,你還有父母和妹妹！真羨慕！,夢,joy,1577,3
10248,你父母不在身邊？,鄺野,surprise,1577,4
10249,我沒有父母了！,夢,sadness,1577,5
10250,她真的沒有父母了！,鄺野,surprise,1577,6
10251,我不是有心要揭你的傷心事！對不起！,鄺野,sadness,1577,7
10252,沒什麼！我已經習慣了！只是經常夢見他們在我面前倒下的情景！,夢,neutral,1577,8
10253,響了好一會了她都不接！怎麼回事？,鄺野,surprise,1577,9
10254,你還沒睡？,柯婕妤,neutral,1577,10
10255,你生病了嗎？有沒有吃藥？嚴重嗎？,鄺野,fear,1577,11
10256,你究竟怎麼了？快說啊！,鄺野,surprise,1577,12
10257,我沒有生病！只是想到以前的事了。所以實在是忍不住就難過了！,柯婕妤,sadness,1577,13
10258,你！唉！我真不知道該說什麼才好了！想要安慰你又覺得詞窮了！,鄺野,sadness,1577,14
10259,如果沒事就掛了吧。早點休息！,柯婕妤,neutral,1577,15
10260,你究竟是怎麼了？明天我去看你！,鄺野,surprise,1577,16
10261,乾媽好！,鄺野,joy,1578,0
10262,你這孩子真是的，要來也不打個電話！乾媽什麼都沒準備！,黃梅,neutral,1578,1
10263,乾媽，家裏很靜啊！今天是元旦節，他們都出去了嗎？,鄺野,joy,1578,2
10264,你何叔和志揚兄妹進城了。婕妤、婕妤，她應該是去了花圃。,黃梅,neutral,1578,3
10265,柯老大還真是個大忙人。外面正下着雪，她就不怕冷嗎？,鄺野,neutral,1578,4
10266,誰知道她是怎麼想的！鄺野啊你先看電視。我做飯去。,黃梅,neutral,1578,5
10267,鄺野，我看見了你送給志靜的手鍊。她可是當成寶貝了！,黃梅,joy,1579,0
10268,她喜歡就好！乾媽，花圃的女孩都有禮物。,鄺野,joy,1579,1
10269,都有啊？我還以爲只有志靜有呢！鄺野，你到客廳裏看電視去。這裏油煙太大了！,黃梅,surprise,1579,2
10270,工作狂！,鄺野,neutral,1580,0
10271,他真的來了！,柯婕妤,surprise,1580,1
10272,我在家閒得無聊。,柯婕妤,neutral,1580,2
10273,明知道我會來，你還要出來，是故意躲着我的吧！,鄺野,neutral,1580,3
10274,就算是躲着你吧，可你還是找到這裏來了呀。,柯婕妤,neutral,1580,4
10275,你是在捉弄我啊！,柯婕妤,surprise,1580,5
10276,不要瞪啦，你的眼睛夠大了。,鄺野,neutral,1580,6
10277,眼眶很紅！昨晚又……,鄺野,sadness,1580,7
10278,你總是這樣讓我如何放得下心？如果你再這樣的話，我就把我們倆的事告訴乾媽她們！,鄺野,sadness,1580,8
10279,不要！你只要說出來就一定會傷害到她們，更會讓我無地自容！,柯婕妤,surprise,1580,9
10280,我原本只是想嚇唬你而已，可你說的話讓我難以接受！,鄺野,neutral,1580,10
10281,事實本來就是如此嘛！,柯婕妤,neutral,1580,11
10282,柯婕妤，什麼叫無地自容？你不喜歡何志揚，我也不愛何志靜！我和你是兩情相悅！你我都沒有對不起他們！我之所以尊重你的決定，就是不想讓你夾在中間爲難！相愛卻不能相守，這是每一對有情人都很心痛的事！我知道你一方面不願傷害何家的每一個人，另一方面又要顧慮我的感受，你的心痛比起我的要多出無數倍！可是你總是讓自己傷心，我會很心痛！很心痛……,鄺野,sadness,1580,12
10283,我答應你！,柯婕妤,neutral,1580,13
10284,記住這是你對我的承諾！好了，該回家吃飯了。,鄺野,joy,1580,14
10285,好。,柯婕妤,neutral,1580,15
10286,見你這麼小心翼翼的樣子，我竟然真的有了像是在“偷情”的念頭。哎！你這樣……,鄺野,neutral,1581,0
10287,王若蝶，你怎麼了？不要哭啊！我在回家的路上。好好好！我等你。,柯婕妤,surprise,1581,1
10288,老秦，我在乾媽家，你有什麼事？,鄺野,neutral,1582,0
10289,你小子可真行啊！招呼都不打就跑去見心上人了！虧我想到你獨自一人過節太孤單了，還想着把大夥叫上陪你過節。你可倒好早就跑了。重色輕友的傢伙。,秦延,disgust,1582,1
10290,好好好。我錯了。我回去請你吃飯就當是向你陪罪囉。,鄺野,joy,1582,2
10291,我和楊藍去你乾媽家。,秦延,neutral,1582,3
10292,老秦，我可是在乾媽家啊！你們來不太方便吧！,鄺野,surprise,1582,4
10293,是你朋友吧！叫他來叫他來！人多熱鬧些。,黃梅,neutral,1582,5
10294,乾媽叫你們來！,鄺野,joy,1582,6
10295,你就那麼不放心秦延？,柯婕妤,neutral,1583,0
10296,不是不放心，老秦爲了我的終身大事費盡了心思。我只是有點擔心他情急之下說出一些不該說的話。畢竟何志揚是那麼聰明的一個人！到時我還好點，可你就……,鄺野,neutral,1583,1
10297,我相信秦延！再說你乾媽那麼高興，也已經開始殺雞了，你總不能阻止他們來吧！,柯婕妤,neutral,1583,2
10298,乾媽很好客！,鄺野,joy,1583,3
10299,不但好客還很善良！所以、我真的不忍心傷害她！,柯婕妤,joy,1583,4
10300,唉！,鄺野,sadness,1583,5
10301,我回房休息了。你去客廳看電視吧。這裏冷不要一直站在這裏。,柯婕妤,neutral,1583,6
10302,多陪我說說話吧！畢竟這樣的機會少之又少！,鄺野,sadness,1583,7
10303,重色輕友的傢伙！,秦延,disgust,1584,0
10304,老秦，管好你自己的嘴！只要你在其他人面前說錯一句話，那麼一定會讓柯婕妤陷入深淵！,鄺野,disgust,1584,1
10305,你當我是來壞你好事的嗎？真是沒心沒肺的傢伙！,秦延,disgust,1584,2
10306,鄺野，他只是關心你沒有其他意思。說什麼重色輕友的話都是開玩笑的。,楊藍,neutral,1584,3
10307,就是嘛，還是我老婆瞭解我。,秦延,joy,1584,4
10308,老秦，我知道你是關心我，也明白你來的用意。可是有用嗎？,鄺野,neutral,1584,5
10309,是秦延和楊藍吧！,黃梅,joy,1585,0
10310,乾媽好！,秦延,joy,1585,1
10311,乾媽好！,楊藍,joy,1585,2
10312,志靜在我面前提起過你們。嗯！果然不錯！,黃梅,joy,1585,3
10313,身體養好了吧！趁年輕就早點生孩子！,黃梅,joy,1585,4
10314,早就養好了！謝謝乾媽關心！,楊藍,joy,1585,5
10315,這裏地方小，你們到客廳裏去坐。,黃梅,neutral,1585,6
10316,你們這些孩子真是的，來就來吧，幹嗎還要買這麼多東西？,黃梅,joy,1586,0
10317,乾媽，您別跟他們客氣。他們是來蹭飯吃的。您就當是付的飯費。,鄺野,joy,1586,1
10318,你這孩子說什麼呢？難道來乾媽家吃飯還需要付錢嗎？,黃梅,neutral,1586,2
10319,乾媽，鄺野是說笑的。您別生氣！乾媽，您叫鄺野帶給我的雞蛋，我還沒機會說謝謝呢！,楊藍,joy,1586,3
10320,說謝謝就見外了！家裏還有很多，你們走的時候再帶一些。秦延、楊藍，你們倆隨便點啊就當是在自己家裏。,黃梅,joy,1586,4
10321,原來何志靜的性格像她媽媽。母女倆說話都那麼直白！,楊藍,joy,1586,5
10322,你乾媽可真熱情啊！我們可是禿子跟着月亮走沾光囉。其實呢，有這樣一個丈母孃也挺不錯的哈。,秦延,joy,1586,6
10323,老秦，別開這種玩笑話！,鄺野,neutral,1586,7
10324,秦延，你怎麼哪壺不開提哪壺？,楊藍,neutral,1586,8
10325,看你們倆像是要吃了我似的！,秦延,fear,1586,9
10326,我指的是你心裏的那個她的媽媽做你的丈母孃！我可是一片好心噢，你還誤解我。,秦延,neutral,1586,10
10327,老秦，謝謝你！一切順其自然吧！,鄺野,joy,1586,11
10328,鄺野，只有乾媽一人在家嗎？,楊藍,neutral,1586,12
10329,何叔和何志揚兄妹進城了。她在樓上午休。,鄺野,neutral,1586,13
10330,鄺野，你在說到“她“時，語氣充滿了深情。你已經深深陷進了一場也許沒有結果的愛戀之中！,楊藍,neutral,1586,14
10331,我去看看她吧。,楊藍,neutral,1586,15
10332,楊藍，怎麼會是你？我以爲是……,柯婕妤,surprise,1587,0
10333,打擾你休息了吧！,楊藍,neutral,1587,1
10334,沒有。我早就起來了。外面冷，快進屋吧。,柯婕妤,neutral,1587,2
10335,你不上樓去看看她？,秦延,neutral,1588,0
10336,我原本就感覺楊藍找柯婕妤會說些什麼，難道你們……,鄺野,surprise,1588,1
10337,老秦，我說過不能逼她，你們這樣做只會讓她更傷心更難過！,鄺野,neutral,1589,0
10338,既然那麼怕她傷心難過，那你就帶她走啊！你這樣瞻前顧後纔會讓她陷入無盡的深淵！,秦延,neutral,1589,1
10339,我知道你們是爲了我好！可是、有些事情真的是身不由己！你明白嗎？,鄺野,neutral,1589,2
10340,媽，門口是誰的車啊？,何志靜,neutral,1589,3
10341,鄺野、秦延，怎麼會是你們倆呢？,何志靜,surprise,1589,4
10342,不歡迎？,秦延,neutral,1589,5
10343,雙手雙腳歡迎！哎！你們怎麼不進屋？外面好冷的，快進去吧。,何志靜,joy,1589,6
10344,楊藍沒來嗎？,何志靜,neutral,1590,0
10345,她在柯婕妤房裏。,秦延,neutral,1590,1
10346,鄺野、秦延，你們來啦。,何建,joy,1590,2
10347,何叔好！,鄺野,joy,1590,3
10348,何叔好！,秦延,joy,1590,4
10349,你什麼時候認識其他的男人了？,何志揚,neutral,1590,5
10350,他叫秦延。是鄺野的朋友。來我介紹你們認識。,何志靜,joy,1590,6
10351,秦延，這是我哥何志揚。哥，這是秦延。,何志靜,joy,1590,7
10352,你好！何志靜，你居然叫我‘哥’了！難怪我今天感覺耳根子發燒了！,何志揚,joy,1590,8
10353,外人面前總得給你點面子對吧！,何志靜,joy,1590,9
10354,既然你今天給了我面子，那麼我也給你留點面子。所以我就不說出你平時對我的不禮貌了。,何志揚,joy,1590,10
10355,你們兄妹倆的關係真好！,秦延,joy,1590,11
10356,嘿嘿！,何志揚,joy,1590,12
10357,鄺野，好久不見啊！你女朋友怎麼沒來？,何志揚,joy,1590,13
10358,好久不見了！她、有事。你也放假了？,鄺野,surprise,1590,14
10359,放了。,何志揚,neutral,1590,15
10360,其實當我第一次知道你和鄺野的事時，我還告訴秦延不要想着法子幫你們，否則越幫越亂。可是在看見鄺野那麼痛苦後，我才漸漸地明白你們之間發生的種種真的很令人同情和心酸！,楊藍,sadness,1591,0
10361,人世間有多少令人同情和心酸的事情！,柯婕妤,neutral,1591,1
10362,不要猶豫了，去多陪陪他吧！,楊藍,neutral,1591,2
10363,今天是怎麼回事？怎麼都不說話？見你們這樣我感到好無聊啊！要不我們玩鬥地主？,何志靜,joy,1592,0
10364,主意不錯！,鄺野,joy,1592,1
10365,好主意！,秦延,joy,1592,2
10366,老何，你看志靜和鄺野多般配。你說我要不要替志靜加把勁？,黃梅,neutral,1593,0
10367,年輕人的事讓他們自己作主！咱們就別摻和了。,何建,neutral,1593,1
10368,楊藍，你來玩一會。我倒要看看她真的有那麼厲害嗎？,秦延,neutral,1594,0
10369,我不得不承認，她玩得真的是很好！,秦延,joy,1594,1
10370,我真想看看這腦袋瓜子裏究竟裝的是些什麼？爲什麼會這麼聰明呢？竟然能算準每一張牌！,秦延,surprise,1594,2
10371,名師出高徒嘛！不過鄺野也玩得不錯呢！,何志靜,joy,1594,3
10372,別玩牌了。收拾收拾好吃飯了。,黃梅,neutral,1594,4
10373,每個人點點自己是贏還是輸。,何志靜,neutral,1594,5
10374,我贏了三百二。,柯婕妤,joy,1594,6
10375,我贏了一百六十五。,鄺野,joy,1594,7
10376,贏的全給我啊？,何志靜,surprise,1594,8
10377,我沒興趣玩牌。所以這些都算你的。,鄺野,neutral,1594,9
10378,我輸了兩百多。至揚，你呢？,秦延,neutral,1594,10
10379,和你差不多。我只有在婕妤剛學會玩牌時贏過她。後來就沒贏過了。她是青出於藍而勝於藍！,何志揚,joy,1594,11
10380,說起來我還是她的老師，竟然連自己的學生都贏不了。還真是丟臉呢。,何志揚,neutral,1594,12
10381,你們是第一次來乾媽家，一定要多吃點啊。以後有時間就和鄺野一起來玩。鄺野，你是自家人就不用幹媽給你夾菜了啊。,黃梅,neutral,1595,0
10382,乾媽，上次鄺野在您家裏住，一定沒少給您添麻煩吧！,秦延,joy,1595,1
