,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
405,你說夠了嗎？你好像看到我跟左正鵬做了什麼“缺德”事似的！我告訴你，我是你父親，是一位老革命者，用不着你來指教我！,向書記,angry,60,11
406,爸，你別生氣，我知道你的階級立場堅定，跟黨跟得很緊，可是你要知道現在黨的工作重點已經轉移到經濟建設來了。是以經濟建設爲綱，你知道嗎。,大毛,neutral,60,12
407,我知道，我比你還知道得多。,向書記,angry,60,13
408,你既然知道了，現在爲什麼還在抓階級鬥爭。,大毛,surprise,60,14
409,我習慣了唄！不抓心理不舒服。,向書記,neutral,60,15
410,你看，你這老幹部腦子就是轉不過灣來！,大毛,disgust,60,16
411,大毛，你這套軍裝我不能穿，你的情義我領了。,左正鵬,neutral,61,0
412,這是爲什麼，難道我倆的感情就不能延續下去嗎？,大毛,surprise,61,1
413,我覺得自己沒有資格穿上這套共和國的綠軍裝，但我又不明白自己爲什麼不能穿着它。總覺得自己不應該來到這個世界上。或者說爲什麼要投錯了胎！不然的話我也能參軍，也能穿上綠軍裝，同樣能保衛祖國。,左正鵬,neutral,61,2
414,正鵬哥，你講的意思我全部懂了。“四人幫”現在不是被打倒了嗎！“唯成分論”的說法再也不存在了。今後在政治上人與人之間都是平等的。只要是中國的公民都可以參政、議政。正鵬哥，那些事都已經過去很久了，我們不必再去討論它了。現在我想瞭解下你爲什麼不教書了，你能如實告訴我媽？,大毛,neutral,61,3
415,大毛，你是不是聽別人說是你爸爸跟我撤下來的？,左正鵬,neutral,61,4
416,沒有，沒有！你千萬別這樣懷疑，我是聽你爸爸昨天到我家說你不在學校教書了。我才知道。,大毛,surprise,61,5
417,我父親說是你爸爸跟我撤下的？,左正鵬,neutral,61,6
418,他沒有直接講，聽話音好像與我爸爸有關。,大毛,neutral,61,7
419,大毛，不管是誰撤了我，我都不責怪他，誰叫我出生在地主家庭？我自作自受了！,左正鵬,sadness,61,8
420,你看，你又來啦，又在跟我講原則了！,大毛,neutral,61,9
421,我也知道文革時期的領導是不好當的，他也有他們的難處，他們害怕我把學生引上“白專”道路上去。所以把我撤了！,左正鵬,neutral,61,10
422,你離開了講臺，我覺得是對我們的教育事業是一種損失。,大毛,sadness,61,11
423,感謝你對我的評價，不過我在教學中盡到了自己的一份能力和責任！,左正鵬,neutral,61,12
424,正鵬哥，去年你怎麼不參加高考呢？,大毛,neutral,61,13
425,我參加過高考，但是沒有考上！真丟人的！,左正鵬,neutral,61,14
426,你別悲觀，明年再去吧！,大毛,neutral,61,15
427,我也是這麼想的，明年我一定再去考！,左正鵬,neutral,61,16
428,“四人幫”在教育戰線上製造的混亂局面，現在已經得到了徹底地糾正。今年是全國恢復高考的第二年了。教委要求各個單位要大張旗鼓的宣傳恢復高考的重大意義，並要求我們要積極鼓勵廣大歷屆高中畢業生踊躍報名參加高考。婚否不限，年齡放寬到三十歲，這要作爲一項重大的政治工作來抓。這是黨中央的重大決策，我們必須貫徹、落實，確保今年的高考工作順利進行。我看我們學校劉豔老師已經符合了高考條件，請你也通知下左正鵬，明天去縣招生辦報名，帶上兩張照片即可。,孫校長,neutral,62,0
429,好吧！既然有這個機會我就去試試看，考得好壞也無所謂，重在參與吧！,劉豔,neutral,62,1
430,劉豔，你報名啦？我纔來呢？,左正鵬,surprise,63,0
431,早到早登“科”，遲來“狀元”多！,劉豔,neutral,63,1
432,你說得對，我預祝你及第“狀元”！,左正鵬,joy,63,2
433,劉豔，你報考什麼學校，哪個專業？,左正鵬,neutral,63,3
434,湖南師大中文系，你看怎樣？,劉豔,neutral,63,4
435,好，好，我也報考你那個專業！如果考上了，我們又是同學。你看多好呀！,左正鵬,joy,63,5
436,正鵬，你考得怎樣，試卷做完了嗎？,劉豔,neutral,64,0
437,做都做完了，不知對錯如何。今年試題的難度比去年大得多。你可能考得很好吧？,左正鵬,neutral,64,1
438,我自己覺得還考的可以。不知答案如何！,劉豔,neutral,64,2
439,那就好，祝你金榜題名！,左正鵬,joy,64,3
440,大毛，聽說今後又要高考了是不是？那宣傳標語都張貼到我們村裏頭來了！,向書記,surprise,65,0
441,是呀！爸，你看看這報紙上也講得很明白：考生的婚否不限，年齡可放寬到三十歲。這是中央的一項重大決策呀！,大毛,joy,65,1
442,哎呀，大毛，左正鵬他合不合格？這次他會不會也去參加考試？,向書記,neutral,65,2
443,他當然合格，完全可以參加考試！,大毛,neutral,65,3
444,可他出身不好呀！,向書記,surprise,65,4
445,爸，你怎麼還在講這個？我不是早就跟你說過了，“唯成份論”早被取消了。以前是“四人幫”搞的那一套！搞得國家人才青黃不接。現在地主的子弟也可以上大學啦！,大毛,disgust,65,5
446,看樣子雞毛也要飛上天了？,向書記,surprise,65,6
447,正鵬，你怎麼啦？今天好像有什麼心事似的？,徐麗華,neutral,66,0
448,麗華，我有件大喜事告訴你！,左正鵬,joy,66,1
449,什麼喜事你快說，是不是大隊又要你去當民辦教師啦？,徐麗華,surprise,66,2
450,不是！這次我被湖南師大已經正式錄取了。,左正鵬,joy,66,3
451,啊！真的？太好了，太好了，哎喲，你真有本事！,徐麗華,joy,66,4
452,麗華呀！你可知道，上大學是件好事，可是你想到沒有，現在我們有了孩子，我是有家庭負擔的人了。我走了，家裏的擔子就落在你一個人的肩上，你能扛得住嗎？再說家裏哪裏有錢夠我上大學呀？,左正鵬,sadness,66,5
453,這個你就放心好了，不必多慮。我在家裏保證任勞任怨，想方設法，省吃儉用供你上大學！,徐麗華,neutral,66,6
454,話是這麼講的，但現實生活是殘酷的呀！,左正鵬,neutral,66,7
455,俗話說“車到山前必有路”，你還是放心的去吧！家裏再大的困難我都能克服！,徐麗華,neutral,66,8
456,村姑，我們正鵬今天被湖南師大錄取了。,徐麗華,joy,66,9
457,什麼？正鵬要上大學了！真是大喜事。,村姑,joy,66,10
458,對，是省裏的本科名牌大學呢？,徐麗華,joy,66,11
459,請大家聽着，左正鵬考上大學了，左正鵬考上大學啦，是金子它總是會發光的！,村姑,joy,66,12
460,村姑，你在這裏喊什麼呢？快回去，上大學又不是我一個人，有什麼好炫耀的！,左正鵬,neutral,66,13
461,這是我們村裏的大喜事，我能不高興嗎？,村姑,joy,66,14
462,閨女，今天，你終於回城了，這些年你在鄉下受苦了。我們日夜掛念你的那顆心今天總算放了下來！,劉母,joy,67,0
463,“上山下鄉接受貧下中農再教育”是黨的號召，又不是她一個人，有什麼好掛唸的！,劉父,neutral,67,1
464,爸，媽，貧下中農對我可好啦，他們特別關心我，我跟他們那裏也學到了書本上學不到的知識。,劉豔,joy,67,2
465,可不是嗎？毛主席說過：“貧下中農就是最好的老師嘛！”這也說明了知識青年接受貧下中農再教育很有必要的道理！,劉父,neutral,67,3
466,爸，媽，在鄉下和我同在一所學校教書的左老師這次也和我一同考上了湖南師大中文系。,劉豔,neutral,67,4
467,你在鄉下他對你怎樣？關不關心你？,劉母,neutral,67,5
468,他對我可好啦，對我一直很關心。,劉豔,neutral,67,6
469,那好吧，這次他來長沙讀書離我們家裏近，你可以經常叫他來我們家裏做客。,劉父,neutral,67,7
470,是的，你在最困難的時候別人關心過你，你就別忘記了別人的恩情，要報答別人呀！,劉母,neutral,67,8
471,爸，媽，這個我知道，我不會忘記的，我早就有了安排，請您們放心！,劉豔,neutral,67,9
472,啊！你們……你們是……？,左正鵬,surprise,68,0
473,好！好！太感謝你們了！,左正鵬,joy,68,1
474,同學，你旅途辛苦了，快把行李給我吧！,魯媛,neutral,68,2
475,師姐，你是哪個省份的？是該校幾年級學生，讀該校什麼系？,左正鵬,neutral,68,3
476,師弟，請你猜猜我是何方人氏？,魯媛,neutral,68,4
477,聽口音你好像是北方的女千金！,左正鵬,neutral,68,5
478,你只猜對一半！,魯媛,neutral,68,6
479,另一半請領教師姐吧！,左正鵬,neutral,68,7
480,我來自新疆烏魯木齊市，是本校三年級中文系的學生，今年25歲啦！,魯媛,neutral,68,8
481,師姐，你真行，小小年紀，大學就快要畢業了，而我卻30歲的人啦，還剛入校呢！,左正鵬,surprise,68,9
482,師弟，請問你是那個省份的？讀該校哪個系？今年青春幾何？,魯媛,neutral,68,10
483,我來自大湘西錦河縣，是老三屆高中畢業生，今年高考後有幸被該校中文系所錄取。之前在鄉下一所中學裏教過書，今年已經30歲了。,左正鵬,neutral,68,11
484,啊！師弟，你真是“范進士”中舉也！,魯媛,surprise,68,12
485,師弟，她是誰，你認識她？,魯媛,neutral,69,0
486,她是長沙市的下放知青，和我在同一所中學裏教過書，這次也被錄取在該校中文系，和我同在一個班。,左正鵬,neutral,69,1
487,啊！那好，我們又多了個朋友。,魯媛,joy,69,2
488,是呀！是呀！今後還得師姐的多多關照嘍！,劉豔,joy,69,3
489,劉豔快過來，我在這裏！,左正鵬,neutral,70,0
490,正鵬，明天，你將衣服脫下來我跟你洗洗。看它髒成什麼樣子了，你還穿着它！現在我們都是大學生了，穿着都要整潔點！,劉豔,disgust,70,1
491,洗什麼，別麻煩你了，這又不是一天的事！,左正鵬,neutral,70,2
492,麻煩什麼呀，以前我倆是同事，現在我們又是同學，這不是天賜給的緣份嗎，不就是給你洗洗衣服，總算得上對你是一種幫助吧！,劉豔,neutral,70,3
493,劉豔同學，你還助人爲樂呢，爲男同學洗衣服，真是好樣的，真值得我們學習！,魯媛,neutral,71,0
494,師姐，你說什麼樣，這衣服是左正鵬的，他和我在鄉下同過事，今天我倆又是同班同學。我給他洗洗衣服難道不應該嗎？,劉豔,neutral,71,1
495,應該，太應該啦！女同學幫男同學洗衣服，洗被子；男同學幫女同學端飯，買東西吃，這都是大學生們經常做的事唄！,魯媛,neutral,71,2
496,正鵬，誰的照片，能不能跟我看看？,同學甲,surprise,72,0
497,你也真是，人家看女人的照片，你也不自覺！,同學乙,neutral,72,1
498,誰看女人的照片，這是我全家人的合影。不信你們都可以過來看看！,左正鵬,neutral,72,2
499,正鵬，這照片中的女人她是誰呀？,同學甲,surprise,72,3
500,你猜呀！看她是誰嘛。,左正鵬,neutral,72,4
501,我如果沒有猜錯的話，她肯定是你媽媽，對不對？,同學甲,neutral,72,5
502,你不長眼睛亂說別人！,左正鵬,disgust,72,6
503,你倆別吵了，快讓我來看看。哎呀，這還需要看嗎，我一看就知道這女人是正鵬的妻子。你怎麼看成是他媽媽呢！,同學乙,surprise,72,7
504,正鵬，真對不起，我看走了眼。現在我越看她就越像你的妻子。你兒子也長得挺乖的！你愛人還長得蠻不錯的呢！你看她的眼睛水靈靈的呢！的確是一張全家福呀！,同學甲,neutral,72,8
505,農村女人有什麼長得可以不可以。只要會做事，能生小孩就行了！,左正鵬,neutral,72,9
506,正鵬，我不同意你的觀點，人世間哪個男子漢不愛美女呢？哪個美女又不戀英雄呢！“英雄難過美人關呀！”,同學乙,neutral,72,10
507,正鵬，現在你有點後悔了嗎？恨當初結婚太早，不該找鄉下這位沒有工作的女人。,同學甲,neutral,72,11
508,正鵬，你心裏不要煩躁，我勸你幾句：現在你是大學生了，畢業後是要拿國家工資的。環境變了，要求就也應該不一樣，現在還來得及，是否對鄉下的老婆重新考慮下？,同學乙,neutral,72,12
509,正鵬，人生在世就只有那麼幾個春秋，當享受就得享受，當瀟灑就應該瀟灑下。我勸你就學學陳世美吧。現在這世道就是這樣的。,同學甲,neutral,72,13
510,你們夠了嗎？你們年輕人懂得什麼！什麼叫做“婚姻，”你們知道嗎？“婚姻”它是一種神聖的東西，不是你們所說的那樣要就要，不要就隨意拋棄。“婚姻，”它是兩個異性感情的聚焦和融合。同時，它又賦予了男女雙方對子女的撫養義務和對家庭的擔當責任。只因爲這樣，夫妻倆便成了兩個生命結合在一起的共同體。它是牢不可摧的愛情堡壘。,左正鵬,angry,72,14
511,正鵬同學，我們多嘴了，請你原諒。原來你對“婚姻，”“家庭”認識得這麼深刻，對自己妻子的感情已經到了“桃花潭水深千尺”的程度。我們敬佩，敬佩呀！,同學乙,surprise,72,15
512,徐妹，你小寶掉到水溝裏去了，快來呀！,向書記,surprise,73,0
513,小寶，別哭啊！都是媽媽不好，把你帶到這荒郊野外來受罪。媽媽不幹活了帶你回家。,徐麗華,sadness,73,1
514,徐妹，你快放下來讓我幫你挑回家去。哎喲，你正鵬不在家，你一個女人在家裏也怪可憐的！,向書記,surprise,73,2
515,徐妹，快點，別把小寶凍壞了。哎喲，正鵬不在家，你們孤兒寡母好可憐的！,向書記,fear,74,0
516,你這披着羊皮的狼，你跟我家做盡了壞事，今天又想欺負我，沒門！等我正鵬回家，我要告你，讓你把牢房坐穿！,徐麗華,angry,74,1
517,徐妹，求求你，請你千萬別這樣，這是我一時的糊塗，做錯了事，你就原諒我這一次吧。,向書記,sadness,74,2
518,正鵬，今天你怎麼啦？,同學甲,neutral,75,0
519,沒什麼，你別胡猜。,左正鵬,neutral,75,1
520,我也覺得你有什麼心事似的！你不是掉淚了？,同學乙,surprise,75,2
521,啊，對了，剛纔我看小說，被其中的一段情節打動了我的心，使我感動不已呀！,左正鵬,neutral,75,3
522,劉豔，請等下，我有話跟你說！,楊偉,neutral,76,0
523,楊偉，你想幹什麼？我老實告訴你，請你跟我聽着，你不是我心中的偶像。我已經有了心愛的人啦！昨天你去過“愛晚亭”沒有，看過我的紙條嗎？,劉豔,disgust,76,1
524,我尊敬的劉豔同學，昨天我很榮幸地拜讀了你的大作，你寫的太好了，很有詩情畫意！,楊偉,neutral,76,2
525,你既然看到了，今天爲什麼還來糾纏着我？,劉豔,disgust,76,3
526,我想瞭解下你心中的,楊偉,neutral,76,4
527,這是我的隱私，不能告訴你！,劉豔,angry,76,5
528,“隱私”！你曾經不是提倡過“陽光戀愛”嗎，現在爲什麼又隱私了？,楊偉,surprise,76,6
529,你夠了嗎？請不要再煩我了！,劉豔,angry,76,7
530,劉豔，你到哪裏玩？,左正鵬,neutral,77,0
531,我剛從涼亭上過來，因爲楊偉在那兒我不想跟他聊，煩死我了！,劉豔,disgust,77,1
532,哎呀！我們都是同學嘛，你何必對他那樣呢！,左正鵬,surprise,77,2
533,哎呀呀！劉豔同學，我以爲你心裏的偶像是誰呢，原來就是我們左正鵬老大哥！祝賀，祝賀！,楊偉,disgust,77,3
534,楊偉，你怎麼這樣說話呢！我們同學之間在這裏說說話有什麼不可以的，你心底也太狹窄了。,左正鵬,surprise,77,4
535,這不是我心底狹窄，而是你們倆心裏有“鬼”！左正鵬，我要忠告你：你是有妻之夫，不要勾引別的女人，你想學習“陳世美”是嗎？,楊偉,disgust,77,5
536,楊偉，你在胡說什麼！請你說話注意點方法，不要傷了我們的和氣！,左正鵬,surprise,77,6
537,楊偉同學，請你用詞準確點。“勾引”這個貶義詞用在你的身上是最恰當的了。再說，誰在“勾引”誰，你是最清楚的！,劉豔,angry,77,7
538,劉豔同學，破壞別人家庭的人是不道德的你知道嗎？左正鵬是有妻之人，並且還有了孩子，難道你還不知道？,楊偉,disgust,77,8
539,誰破壞他的家庭？神經病，我不想跟你說了，跟你這種人說話沒多大意思！,劉豔,angry,77,9
540,你看……你看，這不是事實嗎？,楊偉,surprise,77,10
541,師弟，明天我倆到楓林賓館去聚聚，我有事想和你單獨談談，你能賞臉嗎？,魯媛,neutral,78,0
542,有什麼事不能在這裏說嗎？何必要到那裏去呢？,左正鵬,surprise,78,1
543,明天不是星期天嗎，我們應該放松下自己。我作東請你吃飯還不行嗎？,魯媛,surprise,78,2
544,這不是誰作東的問題，這是不必要的奢侈浪費呀！,左正鵬,surprise,78,3
545,看你這個人只知道勤儉節約，不知道追求精神上的享受，的確是形勢的落伍者。,魯媛,neutral,78,4
546,那好吧，明天一定前來赴宴！聆聽下師姐的教誨。,左正鵬,neutral,78,5
547,喂！服務員拿菜譜來，我們要點菜吃飯啦！,魯媛,neutral,79,0
548,師弟，你想吃點什麼？,魯媛,neutral,79,1
549,隨便點幾道就行了，千萬別浪費！,左正鵬,neutral,79,2
550,哎呀！你們南方的菜和我們西北的就是不一樣，你如果到我們那裏去，我一定叫你飽吃一頓“手抓羊肉”。,魯媛,neutral,79,3
551,是的，這是我們兩地的食俗不一樣嘛！,左正鵬,neutral,79,4
552,羊肉可好吃呢，家裏不是來了客人，還難吃上呢！,魯媛,neutral,79,5
553,師姐，羊肉這東西，我從小就不喜歡吃，那種騷氣太重，實在難聞。再說你們西北人的口感和我們南方人的口感也不一樣。所以，同樣一道菜做起來口感就不相同了。我吃慣了南方人自己的菜。,左正鵬,neutral,79,6
554,師弟，俗話說，“近朱者赤，近墨者黑”嗎。正因爲南北口感不一樣，是生活環境不同而已！,魯媛,neutral,79,7
555,師姐，今天，你既然來到我們南方。就得按我們南方人的飲食習俗，我給你點上幾道菜你說怎麼樣？,左正鵬,neutral,79,8
556,那好吧，隨你的便！,魯媛,neutral,79,9
557,劉豔，感謝前次你上醫院看我，你也太懂感情了，你走後，我的病友都說你是我的女朋友，我也不好意思向他們作解釋了。,楊偉,joy,80,0
558,楊偉，你真會編故事！誰是你的女朋友？,劉豔,disgust,80,1
559,真的，病友是這麼說的。你既然徹底地拒絕了我，爲什麼還要上醫院來看我，這不是你感情上的矛盾嗎？,楊偉,neutral,80,2
560,楊偉呀！你怎麼這般無知，虧你還是大學生。前次我之所以上醫院看你，這是因爲我看在我們同學的份上，你就別誤會了。,劉豔,surprise,80,3
561,劉豔，你明知左正鵬是個有妻之夫的人，你爲什麼還要死心塌地的追求他呢？,楊偉,surprise,80,4
562,我之所以對左正鵬的“愛”，是因爲他對“愛情”很專一，對家庭很負責，對“倫理道德”很尊重，對做人的原則很講究。你說，我對這樣有道德、有修養的高素質人不值得追求嗎？假如他有一天接受了我的愛，他也會用同樣的態度對待我的。到那時我就是世界上最幸福的人了。,劉豔,neutral,80,5
563,劉豔，請你不要癡心妄想了，左正鵬是永遠不會和他妻子離婚的。你就別浪費自己的青春了。我告訴你，你如果這樣堅持下去後悔在等着你呢！,楊偉,neutral,80,6
564,楊偉，我不需要你在我眼前再指教了行嗎？從今以後希你不要再提起我們之間的事情好嗎！我已經聽夠了！聽煩了！,劉豔,disgust,80,7
565,劉豔，劉豔！你別這樣……,楊偉,sadness,80,8
566,正鵬，你真是好樣的，“真棒”值得我們敬佩呀！,劉豔,joy,81,0
567,“棒”就“棒”！還說真“棒”！愛拍別人“馬屁！”,楊偉,disgust,81,1
568,神經病，誰跟你說話，希你自尊點！,劉豔,disgust,81,2
569,哎喲，我也不知道天底下還會有這樣癡情的女人……。,楊偉,disgust,81,3
570,劉豔呀！“恰同學少年，風華正茂”這句詩是我們毛主席青年時期在一師讀書時在這橘子洲頭留下的名句。轉眼間已過去了半個多世紀。,左正鵬,neutral,82,0
571,是呀！他老人家已經去世兩年多了，可是他的話還迴響在我們的耳邊。,劉豔,neutral,82,1
572,子在川上曰：“逝者如斯夫”呀！劉豔，你現在的年紀也不小啦，對自己的終生大事也應該定了下來，請你取消對我的念頭，不要糊里糊塗的過日子！,左正鵬,neutral,82,2
573,我早就下定決心要嫁給你，現在你還在和我兜圈子。你還在說我糊塗，真正的糊塗人纔是你呢！,劉豔,neutral,82,3
574,我跟你說了多少次，你老是不聽。我已經是有妻之夫，並且又有了孩子，這怎麼能接受你爲妻呢？這是永遠不可能的事，你好自而爲之！,左正鵬,surprise,82,4
575,正鵬，不管你怎麼拒絕我，可我作出的決定是任何人改變不了的！並且，我還要堅定不移的沿着這條曲折的路走下去，直至我生命的最後一天。,劉豔,neutral,82,5
576,“一夫一妻”制已經寫進了我們國家的“憲法”。你這樣做不是逼着我去犯法嗎？,左正鵬,surprise,82,6
577,誰叫你去犯法？我又不要求你現在就和我結婚！,劉豔,surprise,82,7
578,你怎麼這樣傻呢！這明明擺在我倆面前不可能做到的事，你爲什麼偏要強求我去做，這不是給我出難題嗎？不行，堅決不行！你如果還要執迷不悟的話，到頭來誤了自己的青春你別怪我啊！啊！對啦，楊偉同學不是想追求你嗎？我覺得他和你很般配，你就接受他的愛吧！他的家庭條件也不錯。,左正鵬,surprise,82,8
579,正鵬，你還是不是人呀？竟把自己未來的老婆介紹給別人！看你卑鄙不卑鄙！,劉豔,angry,82,9
580,劉豔，請你千萬別這樣說你是我未來的老婆。只能說你是我的同學，是我最真摯的朋友，徐麗華纔是我永遠的老婆。同時，你這樣說了使我感到心寒，這不是預示着我的家庭今後定會遇到一次什麼重大的變故嗎？,左正鵬,surprise,82,10
581,正鵬，我也不存心去破壞你的家庭，做人都要講良心。我也知道你兩口子現在的關係也很好，我怎麼會去拆散你倆的姻緣呢？你要知道，人都有一種潛在的意識，只要你心裏裝着我，有我的位置，至於我倆結不結婚我都無所謂，我也毫不在乎。只要我倆能永遠保持友好關係，我就滿足了！,劉豔,neutral,82,11
582,你想當我的“情婦”是嗎？,左正鵬,surprise,82,12
583,你在講什麼？把我當成什麼人了！我能是那號人物嗎？當別人“情婦”的女人同樣是破壞別人家庭的罪魁禍首。也是社會公德不允許做的事，你說，我在你妻子面前能做出那種事來嗎？我們相處這麼多年，我覺得你還沒有讀懂我的心。,劉豔,angry,82,13
584,你這又何苦呢！這不是自尋寂寞嗎？這樣做你的人生又有什麼意義呢？,左正鵬,surprise,82,14
585,我的願望是，我要用自己頑強的毅力，耐心的等待下去。我要做你的合法妻子，哪怕我倆的生命到了人生的最後的盡頭，只要一天結合在一起我也滿足了。,劉豔,neutral,82,15
586,魯媛，這次回家帶來了什麼好吃的東西？,同學甲,neutral,83,0
587,沒帶什麼，不就是幾個哈密瓜嘛！,魯媛,neutral,83,1
588,能給我們拿個嚐嚐嗎？,同學甲,neutral,83,2
589,當然可以，不就是帶給你們吃的嘛！,魯媛,joy,83,3
590,別拿了，有這一個我們分着吃就足夠了，那幾個留着你那“個人”吃吧！,同學乙,neutral,83,4
591,看你們這些油腔滑調的人，破口亂說。,魯媛,disgust,83,5
592,今天我們吃了魯媛的哈密瓜，不知要到什麼時候才能吃上她的“喜糖”？,同學甲,neutral,83,6
593,你別跑，我打死你，破口亂說，盡講鬼話。,魯媛,angry,83,7
594,楊偉，今天中午我倆到校內休閒亭去玩玩，我有事同你商量，請你賞臉！,左正鵬,neutral,84,0
595,是不是有關劉豔的問題？那事還有什麼可談的，你倆早已生米煮成熟飯了，還有什麼可談的？我寧願退出來了，還不行嗎？,楊偉,disgust,84,1
596,你怎麼跟我這樣說話呢？不要污人清白啊！,左正鵬,surprise,84,2
597,那不是事實嗎？你還不承認！,楊偉,disgust,84,3
598,承認什麼呀？你別胡說！,左正鵬,angry,84,4
599,劉豔跟你洗衣服，一起逛公園，陪同你去醫院看病等等。這不是事實嗎？,楊偉,disgust,84,5
600,行啦，行啦！我不跟你說了，我們到休閒亭後再給你講清楚這些事！,左正鵬,neutral,84,6
601,正鵬，你叫我來到這裏有何指教？請你快說，我急着有事，不能在這裏久呆！,楊偉,disgust,85,0
602,楊偉呀！我倆相處的時間雖然不長，但我對你還是比較瞭解的，你各方面都比較優秀，我很佩服你。但是我覺得你對我還不太瞭解。關於劉豔和我的關係你就別誤會了，我沒有絲毫誠意去追求她。正如你所說的，我是有妻之夫怎能和她結爲夫妻呢？這是永遠不可能的事！我看，你既然對劉豔有好感，這說明你有了50%的成功。她那50%你再努力下不就成功了嗎！其實劉豔同學也並非是那些不懂感情的女人。前次你打籃球摔傷了腿，她不是也上醫院看了你嗎？,左正鵬,neutral,85,1
603,老同學，感謝你的好意。你可知道嗎？人都有自尊心的，劉豔曾經多次向我斷過言，已經拒絕了我。你說我還能低三下四的賴着她媽？她還說什麼“布穀啼血枉徒勞”。她既然這樣明確的說了，我還不自知之明嗎？但我也不相信自己“留在青山在何愁沒柴燒”。劉豔不接受我，我倒沒有什麼。可到時候總會有人要後悔的！好戲還在後頭呢！,楊偉,angry,85,2
604,我說的這些話希你能聽進去！,左正鵬,neutral,85,3
605,你和劉豔現在的關係發展到了什麼程度與我無關了。不過也請你和劉豔瞧着我吧，我也會有別的姑娘在等着我呢！,楊偉,disgust,85,4
606,老同學，“陳世美”老前輩正在向你招手呢！,楊偉,neutral,85,5
607,徐妹，正鵬回學校後跟你捎信來了嗎？,左母,neutral,86,0
608,他那裏還記着我嘍！你來得正好，我有件事想和你商量下。,徐麗華,neutral,86,1
609,徐妹，什麼事快說呀！,左母,surprise,86,2
610,媽，明天我想去長沙看看左正鵬，前次他回家過春節睡在牀上喊着“服務員”之類的夢話，我對他在外邊就是不放心。儘管民政局同志跟我作了很多解釋，但是我還是不相信她的話，我對正鵬還是有點不放心。,徐麗華,neutral,86,3
611,長沙這麼遠，你從來沒有出過遠門。一個人路上不方便呀！再說，正鵬在學校讀書沒時間陪着你玩，你就別去了吧！你有什麼事就寫寫信就行了。,左母,surprise,86,4
612,媽，我一定要去一趟，你把小寶帶好，我速去速回。最多也只住上兩三天，你就放心吧！,徐麗華,neutral,86,5
613,哎喲，麗華呀！這次你要見大世面了，還是老公有本事，妻子也跟着享清福的,村姑,joy,86,6
614,村姑，你不知田螺內裏歪，我家裏的事情你不清楚！,徐麗華,disgust,86,7
615,我怎麼不知道你家裏的事情，這還要說嗎，你老公剛離開一個多月你就是思唸了是不是？你去過過夫妻生活也是正常的事。,村姑,neutral,86,8
616,誰跟你講這些低級趣味的話！,徐麗華,disgust,86,9
617,麗華，你去長沙看望正鵬，我沒權干涉你，這是你們夫妻之間的事情。不過你到了省城之後，說話、做事都要文明點，處處地方要當心，不要出正鵬的洋相啊！,左母,neutral,86,10
618,媽，這個我會注意的，你就放心吧！我不會給你正鵬丟臉的。,徐麗華,neutral,86,11
619,左正鵬，剛纔傳達室裏來電話，說有人找你，叫你馬上就去。,陳主任,neutral,87,0
620,陳主任，是誰找我？,左正鵬,surprise,87,1
621,我也不知道，剛纔是傳達室老王打來的電話，你去了就會知道的！,陳主任,neutral,87,2
622,麗華，你怎麼來了，家裏出什麼事了？,左正鵬,surprise,88,0
623,家裏沒有出什麼事。我趁農閒沒事特來你校玩玩，見見世面唄！,徐麗華,neutral,88,1
624,路程這麼遠，你是怎麼找來的？事先應給我打聲招呼讓我到火車站接你不是順利多了！,左正鵬,surprise,88,2
625,接什麼，你看我還不是找來了嗎！,徐麗華,neutral,88,3
626,麗華，我們先到劉豔宿捨去下，把你晚上的住宿先安排好！,左正鵬,neutral,89,0
627,你那裏不能住嗎？還去她那裏幹什麼！,徐麗華,disgust,89,1
628,我是和四個男同學住在一個宿舍裏的。,左正鵬,neutral,89,2
629,麗華嫂子，路程這麼遠，你來一趟真不容易，你一定要住上一段時間再回去！,劉豔,neutral,90,0
630,是的，是的！我來到這裏是不容易的。“在家千日好，出門時時難哪”,徐麗華,neutral,90,1
631,劉豔，嫂子就給你們女宿舍借住幾天行嗎？,左正鵬,neutral,90,2
632,行都行，就怕嫂子自己不肯住，你倆最好到校外招待所去住方便多了！,劉豔,neutral,90,3
633,住招待所就住招待所唄，“有錢萬里通，無錢死英雄”！,徐麗華,disgust,90,4
634,嫂子，我不是不同意你住在我這裏。我是想你倆住在一起合適些，你應該明白我的意思呀！,劉豔,surprise,90,5
635,正鵬，今天是誰找你，是否有什麼喜事？,陳主任,neutral,91,0
636,陳主任，是我妻子來了！,左正鵬,joy,91,1
637,啊！是你妻子來了，“鵲橋相會”，祝賀，祝賀！你的小孩帶來了嗎！,陳主任,surprise,91,2
638,小孩沒有帶來！,左正鵬,neutral,91,3
639,小孩沒帶來那就更好……,陳主任,neutral,91,4
640,你來辦公室還有什麼事嗎？,陳主任,neutral,91,5
641,原來是這樣的，我妻子來到學校沒有住處，我倆去了校外一家招待所，可是老闆要我出示結婚證，我們的結婚證放在家裏沒有帶來，請陳主任開個證明才能住下，你能給我幫個忙吧？,左正鵬,neutral,91,6
642,行，行！你倆是對合法夫妻，誰敢不承認！,陳主任,neutral,91,7
643,大學生的生活真是豐富多彩，其樂無窮呀！難怪正鵬你不想家了。,徐麗華,neutral,92,0
644,麗華嫂子，你倆在這裏玩呀？,劉豔,neutral,92,1
